,0
8832,"Burn of first degree of back of right hand, init encntr"
8833,"Oth foreign object in bronchus causing asphyxiation, init"
8834,"Other specified hearing loss, left ear"
8835,DRUG DEPEND NOS-CONTIN
8836,"Rebound abdominal tenderness, unspecified site"
8837,"Cocaine use, unsp w cocaine-induced psychotic disorder, unsp"
8838,PHOTOKERATITIS
8839,"Unsp injury at unsp level of cervical spinal cord, init"
8840,"Poisoning by oth drugs acting on muscles, accidental, init"
8841,GILLES TOURETTE DISORDER
8842,"Sexual abuse complicating pregnancy, third trimester"
8843,"Incisional hernia with obstruction, without gangrene"
8844,Other rosacea
8845,"Displaced Rolando's fracture, left hand, init for clos fx"
8846,VISUAL FIELD DEFECT NEC
8847,OBSERV-SUSPECT TB
8848,"Contusion of unspecified hip, initial encounter"
8849,INJURY FINGER VESSELS
8850,"Unsp inj unsp musc/fasc/tend at thi lev, left thigh, init"
8851,"Wedge compression fracture of T7-T8 vertebra, init"
8852,BENIGN NEO EPIDIDYMIS
8853,Obsessive-compulsive disorder
8854,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC)
8855,Acute embolism and thrombosis of right subclavian vein
8856,Biliary acute pancreatitis with uninfected necrosis
8857,"Idiopathic gout, right wrist"
8858,Myocardial infarction type 2
8859,"Acute recurrent tonsillitis, unspecified"
8860,"Adverse effect of unsp drug/meds/biol subst, init"
8861,Unspecified abnormal involuntary movements
8862,"Poisoning by phenothiaz antipsychot/neurolept, acc, init"
8863,BREAST PRSTHESIS MALFUNC
8864,ACUTE STOMACH ULCER NOS
8865,"Insect bite (nonvenomous) of left ring finger, init encntr"
8866,"Pnctr w foreign body of l mid finger w damage to nail, init"
8867,Toxic liver disease with cholestasis
8868,Disorganized schizophrenia
8869,"Nondisp unsp condyle fx lower end of right femur, init"
8870,Genitl trct and pelvic infct fol ectopic and molar pregnancy
8871,Disturbances of salivary secretion
8872,SIADH
8873,"Pnctr w/o fb of l frnt wl of thorax w/o penet thor cav, init"
8874,"Oth incomplete lesion at C5, init"
8875,"Broken internal right knee prosthesis, initial encounter"
8876,SINGL LIVEBRN-BEFORE ADM
8877,"Orbital myositis, right orbit"
8878,"Other specified injury of left Achilles tendon, init encntr"
8879,"Discitis, unspecified, cervical region"
8880,Other chlamydial genitourinary infection
8881,"Sprain of the super tibiofibul joint and ligmt, r knee, init"
8882,PELVIC ORGAN INJ NOS-CL
8883,Encntr for adjust and mgmt of automatic implntbl card defib
8884,"Pressure ulcer of other site, stage 4"
8885,Encounter for exam for admission to residential institution
8886,"Infective myositis, unspecified left arm"
8887,PINGUECULA
8888,Unspecified chronic bronchitis
8889,"Crushing injury of right wrist, initial encounter"
8890,Postproc seroma of a resp sys org fol a resp sys procedure
8891,REACT PSYCHOSIS NEC/NOS
8892,"Infections of kidney in pregnancy, second trimester"
8893,"Nontraumatic intracerebral hemorrhage in hemisphere, unsp"
8894,OPTIC NERVE DISORDER NEC
8895,TOXIC EFF PESTICIDES NEC
8896,"Spinal stenosis, lumbosacral region"
8897,Obstructive sleep apnea (adult) (pediatric)
8898,ANGIODYSPLASIA OF STOMACH & DUODENUM
8899,"Displaced avulsion fx tuberosity of r calcaneus, init"
8900,Acute perichondritis of right external ear
8901,"Pnctr w/o fb of r little finger w/o damage to nail, init"
8902,"Pathological fracture, right humerus, init for fx"
8903,Cracked tooth
8904,FX CLAVICLE SHAFT-OPEN
8905,"Poisn by unsp drugs aff the autonm nervous sys, acc, init"
8906,"Lesion of sciatic nerve, right lower limb"
8907,"Anorexia nervosa, binge eating/purging type"
8908,Sedatv/hyp/anxiolytc dependence w withdrawal delirium
8909,"Trichomoniasis, unspecified"
8910,"Anterior subluxation of unspecified humerus, init encntr"
8911,2ND DEG BURN THUMB
8912,"LIVER LACERATION, MAJOR"
8913,"Puncture wound w foreign body of right forearm, init encntr"
8914,"Unspecified sprain of left great toe, initial encounter"
8915,Other vasculitis limited to the skin
8916,CHR OSTEOMYELIT-L/LEG
8917,"Strain of musc/fasc/tend triceps, left arm, init"
8918,ABDOM/PELV SWELL/MASS PERIUMBIL
8919,ATTEN TO URINOSTOMY NEC
8920,"Abrasion of left front wall of thorax, initial encounter"
8921,OTHER GU NEOPLASM NOS
8922,"Other acute osteomyelitis, right tibia and fibula"
8923,Other forms of systemic lupus erythematosus
8924,FOREIGN BODY IN TRACHEA
8925,OBSERV-INFLICTED INJ NEC
8926,OTHER CHRONIC POSTOPERATIVE PAIN 
8927,"Unspecified open wound of left wrist, initial encounter"
8928,MALIG NEO SOFT PALATE
8929,ESSEN HYPERTEN-POSTPART
8930,"Nondisp fx of left radial styloid process, init for clos fx"
8931,"Fracture of unsp phalanx of left middle finger, init"
8932,Other allergic rhinitis
8933,1ST DEG BURN EYE
8934,"Mech compl of other internal joint prosthesis, init encntr"
8935,Other signs and symptoms in breast
8936,"Corrosion of second degree of left forearm, init encntr"
8937,HEMOPHAGOCYTIC SYNDROMES 
8938,"Pressure ulcer of right heel, stage 2"
8939,"Poisoning by tetracyclic antidepressants, self-harm, init"
8940,"Malignant neoplasm of left kidney, except renal pelvis"
8941,SIGMOID COLON INJ-CLOSED
8942,"Other superficial bite of lower back and pelvis, init encntr"
8943,"Bennett's fracture, left hand, init for clos fx"
8944,SIDEROBLASTIC ANEMIA
8945,RECTOCELE
8946,"Impulse disorder, unspecified"
8947,"Pnctr w/o fb of abd wall, r low q w penet perit cav, init"
8948,"Neonatal jaundice, unspecified"
8949,Blepharospasm
8950,"Disp fx of base of second metacarpal bone, left hand, 7thB"
8951,DEEP VEIN THROMB-POSTPAR
8952,"Ocular pain, unspecified eye"
8953,LIVER TRANSPLANT STATUS
8954,"Adverse effect of antiparkns drug/centr musc-tone depr, init"
8955,PTERYGIUM NOS
8956,OPN WOUND AUDITORY CANAL
8957,"Laceration with foreign body, left thigh, initial encounter"
8958,"Burn unsp deg of shldr/up lmb, ex wrs/hnd, unsp site, init"
8959,"Wedge compression fracture of first thoracic vertebra, init"
8960,MACULAR DEGENERATION NOS
8961,"Hallucinogen abuse w psychotic disorder, unsp"
8962,"Pinguecula, right eye"
8963,"Effusion, right hip"
8964,"Thyroiditis, unspecified"
8965,CHEYNE-STOKES RESPIRATION
8966,"Laceration w/o fb of pharynx and cervical esophagus, init"
8967,"Rosacea, unspecified"
8968,Gonococcal infection of other musculoskeletal tissue
8969,Other specified interstitial pulmonary diseases
8970,"Strain of musc/fasc/tend at wrs/hnd lv, right hand, init"
8971,FRACTURE ULNA NOS-CLOSED
8972,"Unspecified nonsuppurative otitis media, bilateral"
8973,"Meniere's disease, left ear"
8974,Irradiation cystitis with hematuria
8975,BURN NOS ELBOW
8976,"Fracture of angle of mandible, init encntr for open fracture"
8977,Cyst and mucocele of nose and nasal sinus
8978,"Disloc of proximal interphaln joint of r mid finger, init"
8979,"Lacerat msl/tnd lng flxr msl toe at ank/ft lev, r foot, init"
8980,"Burn second degree of single r finger except thumb, init"
8981,"Superficial foreign body of right ring finger, init encntr"
8982,"Lac w/o fb of unsp front wall of thrx w penet thor cav, init"
8983,"Displ commnt suprcndl fx w/o intrcndl fx r humer, 7thB"
8984,BURN NOS PALM
8985,Non-prs chronic ulcer of right heel/midft with oth severity
8986,"Oth specific arthropathies, NEC, right ankle and foot"
8987,"Fb in oth and multiple parts of external eye, unsp eye, init"
8988,Acute lymphangitis of left finger
8989,"Other specified arthritis, right ankle and foot"
8990,"Anemia complicating pregnancy, unspecified trimester"
8991,"Embolism and thombos of superfic veins of low extrm, bi"
8992,"Pnctr of abd wall w fb, r low q w/o penet perit cav, init"
8993,Athscl heart disease of native cor art w unsp ang pctrs
8994,"Open bite of left wrist, initial encounter"
8995,"Lacerat long flexor musc/fasc/tend l thm at wrs/hnd lv, init"
8996,Calculus of bile duct w acute cholangitis with obstruction
8997,"Gluteal tendinitis, right hip"
8998,"Disp fx of neck of fifth MC bone, left hand, init for opn fx"
8999,"Disp fx of head of left rad, subs for clos fx w routn heal"
9000,"Dislocation of proximal interphaln joint of r idx fngr, init"
9001,"Lacerat flexor musc/fasc/tend unsp fngr at wrs/hnd lv, init"
9002,"Diseases of the circ sys comp pregnancy, first trimester"
9003,Myxedema coma
9004,"Crushing injury of left elbow, initial encounter"
9005,"Poisoning by unsp drug/meds/biol subst, undetermined, init"
9006,"Contus/lac left cerebrum w/o loss of consciousness, init"
9007,PREM SEPAR PLAC-ANTEPART
9008,"Calculus of bile duct w cholangitis, unsp, w/o obstruction"
9009,"Complete loss of teeth due to trauma, unspecified class"
9010,Herpesviral infection of other male genital organs
9011,Other megacolon
9012,PITUITARY DISORDER NOS
9013,Chronic cholecystitis
9014,SPECIFIED COUNSELING
9015,"Nondisp fx of triquetrum bone, right wrist, init for clos fx"
9016,DIS OF GALLBLADDER NOS
9017,"Displ commnt suprcndl fx w/o intrcndl fx l humerus, init"
9018,"Primary focal hyperhidrosis, axilla"
9019,"Right lower quadrant abdominal swelling, mass and lump"
9020,ACUTE POST-THORACOTOMY PAIN 
9021,LOC OSTEOART NOS-FOREARM
9022,RUPTURE EYE W TISSU LOSS
9023,Furuncle of left foot
9024,AC MARGINAL ULCER NOS
9025,GINGIV/PERIODONT DIS NOS
9026,POISON-ENT PREPARATION
9027,DESCENDING COLON INJ-OPN
9028,POISON-HYDANTOIN DERIVAT
9029,"Necrosis of amputation stump, right lower extremity"
9030,"Nondisp simple suprcndl fx w/o intrcndl fx l humerus, init"
9031,Classical hydatidiform mole
9032,"Oth infect w sexl mode of transmiss comp preg, second tri"
9033,"Oth disrd of the skin, subcu related to radiation"
9034,"Pain in arm, unspecified"
9035,URETER INJURY-CLOSED
9036,"Other sprain of right ring finger, initial encounter"
9037,Erythema infectiosum [fifth disease]
9038,POISON-HAIR/SCALP PREP
9039,OTH SPEC CONDUCT DISORD NEC
9040,"Crushing injury of left great toe, initial encounter"
9041,Postproc hemor of a GU sys org following other procedure
9042,COLIC
9043,MAL NEO TRANSVERSE COLON
9044,PHTHIRUS PUBIS
9045,"Disp fx of distal pole of navicular bone of left wrist, init"
9046,"Contus/lac/hem brainstem w/o loss of consciousness, init"
9047,POISONING-CATHARTIC NEC
9048,"Low vision, left eye, normal vision right eye"
9049,POISONING-TETRACYCLINE
9050,"Dislocation of interphalangeal joint of right thumb, init"
9051,"Partial traumatic amputation of nose, initial encounter"
9052,"Anterior subluxation of left humerus, initial encounter"
9053,"Oth psychoactive substance use, unsp with intoxication, unsp"
9054,HYPERTROPHY OF BREAST
9055,"Urinary calculus, unspecified"
9056,"LARGE CELL LYMPHOMA, LYMPH NODES OF HEAD, FACE, AND NECK"
9057,Other systemic sclerosis
9058,"Unsp fx upper end of r humerus, subs for fx w nonunion"
9059,"Toxic effect of copper and its compounds, accidental, init"
9060,Encounter for fit/adjst of non-vascular catheter
9061,ATHEROSCLEROSIS EXT W/ULCER
9062,"Cervical shortening, second trimester"
9063,AC UTERINE INFLAMMATION
9064,POISONING-EMETICS
9065,"Contusion of left lesser toe(s) w damage to nail, init"
9066,"Open bite of oral cavity, initial encounter"
9067,Shock following incomplete spontaneous abortion
9068,ADVERSE EFFECT NEC
9069,"Blister (nonthermal), right lower leg, initial encounter"
9070,"Burn of second degree of right knee, initial encounter"
9071,Sunburn of first degree
9072,Damage to pelvic organs following incomplete spon abortion
9073,SHORT STATURE(IN CHILDHOOD)
9074,"Displacement of aortic (bifurcation) graft, init"
9075,LONG TERM USE OTHER MED
9076,OTHER LATE EFFECT CVA
9077,IDIO PERIPH NEURPTHY NEC
9078,"Oth fx lower end of right femur, init for opn fx type 3A/B/C"
9079,"Subluxation of right acromioclavicular joint, init encntr"
9080,"Lacerat flexor musc/fasc/tend finger at wrs/hnd lv, init"
9081,"I/I react d/t ventricular intracranial shunt, init"
9082,"Athscl native arteries of extrm w intrmt claud, oth extrm"
9083,ANOMALOUS AV EXCITATION
9084,Other specified disorders of conjunctiva
9085,Ulceration of vagina
9086,TWIN PREGNANCY-ANTEPART
9087,Abscess of breast associated with lactation
9088,Palsy (spasm) of conjugate gaze
9089,"Posterior dislocation of right humerus, initial encounter"
9090,SUDDEN HEARING LOSS NOS
9091,Abn lev enzymes in specimens from male genital organs
9092,"Stiffness of right hand, not elsewhere classified"
9093,Nightmare disorder
9094,Alcohol dependence with alcohol-induced mood disorder
9095,"Breakdown (mechanical) of int fix of right humerus, init"
9096,FRACTURE ULNA NOS-OPEN
9097,"Burn of third degree of left foot, initial encounter"
9098,2ND DEG BURN CHIN
9099,"Lacerat extn musc/fasc/tend l rng fngr at wrs/hnd lv, init"
9100,LT EFF OPN WND HEAD/TRNK
9101,"Crushing injury of left thigh, initial encounter"
9102,"I/I react d/t other urinary stents, initial encounter"
9103,PRIMARY THUNDERCLAP HEADACHE
9104,"Unsp superficial injury of left lower leg, init encntr"
9105,"Unsp pre-existing htn comp pregnancy, first trimester"
9106,"Insect bite (nonvenomous) of lip, initial encounter"
9107,CARBUNCLE OF NECK
9108,"Superficial foreign body, right great toe, initial encounter"
9109,"Poisoning by local antifung/infect/inflamm drugs, acc, init"
9110,"Open bite of right great toe w/o damage to nail, init encntr"
9111,MILD INTELLECTUAL DISABILITIES
9112,"Inj flexor musc/fasc/tend l rng fngr at wrs/hnd lv, init"
9113,"Major depressv disorder, recurrent, severe w psych symptoms"
9114,CARDIAC MURMURS NEC
9115,Herpesviral conjunctivitis
9116,"Problem related to lifestyle, unspecified"
9117,Benign neoplasm of right breast
9118,"Displ Maisonneuve's fx right leg, init for opn fx type I/2"
9119,"Twin preg, unsp num plcnta & amnio sacs, first trimester"
9120,EYE MOVEMNT DISORDER NOS
9121,"SENSORINEURAL HEARING LOSS, UNILATERAL"
9122,Atypical facial pain
9123,LYMPHOMAS NEC HEAD
9124,DYSCHROMIA UNSPECIFIED
9125,SECOND CARDIOMYOPATH NOS
9126,RUPTURE OF ARTERY
9127,"SECONDARY DIABETES MELLITUS WITH HYPEROSMOLARITY, NOT STATED AS UNCONTROLLED, OR UNSPECIFIED"
9128,LUNG LACERATION-CLOSED
9129,"Disp fx of neck of right talus, init for opn fx"
9130,ORGANIC PERSONALITY SYND
9131,THROMBOS HEMORRHOIDS NOS
9132,"Oth fracture of base of skull, init encntr for open fracture"
9133,POSTABORTION COMPL NEC
9134,"Lesion of lateral popliteal nerve, left lower limb"
9135,Unspecified conjunctival degenerations
9136,Acute anal fissure
9137,1ST DEG BURN NECK
9138,Endometriosis of ovary
9139,"Insect bite (nonvenomous), left hip, initial encounter"
9140,"Laceration of unspecified part of colon, initial encounter"
9141,"Other mucopurulent conjunctivitis, left eye"
9142,PERIPHERAL VERTIGO NEC
9143,Urethrocele
9144,"Adverse effect of other general anesthetics, init encntr"
9145,POST DISLOC HUMERUS-CLOS
9146,OTHER ECTOPIC PREGNANCY WITH INTRAUTERINE PREGNANCY
9147,Other asthma
9148,"Unspecified dislocation of right radial head, init encntr"
9149,"Disruption of external operation (surgical) wound, NEC, subs"
9150,BRONCHIECTASIS WITH ACUTE EXACERBATION
9151,CHLAMYDIA TRACH OTHER GU SITE
9152,Type 1 diabetes mellitus w diabetic chronic kidney disease
9153,"Path fracture in neoplastic disease, left tibia, init"
9154,"Unspecified corneal ulcer, bilateral"
9155,"Compartment syndrome, unspecified, initial encounter"
9156,ELBOW ENTHESOPATHY NOS
9157,LOWER LIMB VESSEL ANOMALY
9158,FX PISIFORM-CLOSED
9159,"Strain of unsp musc/fasc/tend at forarm lv, right arm, init"
9160,"Cyclical vomiting, in migraine, not intractable"
9161,COMPLEX FEBRILE CONVULSIONS 
9162,"Adverse effect of antidiarrheal drugs, initial encounter"
9163,"Unil femoral hernia, w/o obst or gangrene, not spcf as recur"
9164,Adjustment disorder with disturbance of conduct
9165,"Other superficial bite of right shoulder, initial encounter"
9166,Other specified arthropod-borne viral fevers
9167,"Anemia complicating pregnancy, third trimester"
9168,DIFFUS CYSTIC MASTOPATHY
9169,BULLOUS DERMATOSES NOS
9170,Hypertrophy of breast
9171,POIS-SKIN/MEMBR AGNT NEC
9172,"Superficial foreign body of right shoulder, init encntr"
9173,TRICUSPID VALVE DISEASE
9174,"Nondisp fx of neck of 4th MC bone, l hand, init for opn fx"
9175,Person w feared hlth complaint in whom no diagnosis is made
9176,ABN PULMONARY FUNC STUDY
9177,FX RADIUS W ULNA NOS-OPN
9178,"MIGRAINE WITH AURA, WITH INTRACTABLE MIGRAINE, SO STATED, WITH STATUS MIGRAINOSUS"
9179,"Sprain of interphalangeal joint of right index finger, init"
9180,ELECTROLYT/FLUID DIS NEC
9181,"Disp fx of lunate, right wrist, init for clos fx"
9182,"Nondisplaced intraarticular fracture of r calcaneus, init"
9183,"Burn of 3rd deg mu left fingers (nail), not inc thumb, init"
9184,Arthritis due to Lyme disease
9185,TARSAL TUNNEL SYNDROME
9186,Oral mucositis (ulcerative) due to antineoplastic therapy
9187,"Unspecified open wound of right hand, initial encounter"
9188,"Serous retinal detachment, bilateral"
9189,INSECT BITE FOOT/TOE
9190,INFECTED HYDROCELE
9191,"Fracture of orbit, unspecified, init"
9192,"Other stimulant use, unspecified, uncomplicated"
9193,"Fractures of oth skull and facial bones, init for opn fx"
9194,"Puncture wound w foreign body, left lower leg, init encntr"
9195,Periodic paralysis
9196,"Displ spiral fx shaft of rad, r arm, 7thB"
9197,SOLAR RADIATION DERMATITIS
9198,"Epigastric swelling, mass or lump"
9199,Other conditions associated with Lyme disease
